yyyy,mm,dd,areaNo.,flag,Temp.
1989,10,23,319,R,20.48
1989,10,24,319,R,20.47
1989,10,25,319,R,20.47
1989,10,26,319,R,20.45
1989,10,27,319,R,20.42
1989,10,28,319,R,20.38
1989,10,29,319,R,20.34
1989,10,30,319,R,20.29
1989,10,31,319,R,20.25
1989,11,1,319,R,20.2
1989,11,2,319,R,20.14
1989,11,3,319,R,20.09
1989,11,4,319,R,20.06
1989,11,5,319,R,20.05
1989,11,6,319,R,20.04
1989,11,7,319,R,20.01
1989,11,8,319,R,19.98
1989,11,9,319,R,19.97
1989,11,10,319,R,19.89
1989,11,11,319,R,19.66
1989,11,12,319,R,19.47
1989,11,13,319,R,19.42
1989,11,14,319,R,19.37
1989,11,15,319,R,19.27
1989,11,16,319,R,19.09
1989,11,17,319,R,18.92
1989,11,18,319,R,18.75
1989,11,19,319,R,18.6
1989,11,20,319,R,18.51
1989,11,21,319,R,18.45
1989,11,22,319,R,18.39
1989,11,23,319,R,18.33
1989,11,24,319,R,18.23
1989,11,25,319,R,18.05
1989,11,26,319,R,17.77
1989,11,27,319,R,17.55
1989,11,28,319,R,17.41
1989,11,29,319,R,17.26
1989,11,30,319,R,17.05
1989,12,1,319,R,16.85
1989,12,2,319,R,16.78
1989,12,3,319,R,16.75
1989,12,4,319,R,16.69
1989,12,5,319,R,16.69
1989,12,6,319,R,16.7
1989,12,7,319,R,16.73
1989,12,8,319,R,16.76
1989,12,9,319,R,16.79
1989,12,10,319,R,16.77
1989,12,11,319,R,16.69
1989,12,12,319,R,16.61
1989,12,13,319,R,16.51
1989,12,14,319,R,16.32
1989,12,15,319,R,16
1989,12,16,319,R,15.78
1989,12,17,319,R,15.63
1989,12,18,319,R,15.47
1989,12,19,319,R,15.39
1989,12,20,319,R,15.33
1989,12,21,319,R,15.25
1989,12,22,319,R,15.09
1989,12,23,319,R,14.83
1989,12,24,319,R,14.6
1989,12,25,319,R,14.33
1989,12,26,319,R,14.15
1989,12,27,319,R,14.1
1989,12,28,319,R,14.02
1989,12,29,319,R,13.85
1989,12,30,319,R,13.77
1989,12,31,319,R,13.67
1990,1,1,319,R,13.48
1990,1,2,319,R,13.38
1990,1,3,319,R,13.41
1990,1,4,319,R,13.47
1990,1,5,319,R,13.49
1990,1,6,319,R,13.45
1990,1,7,319,R,13.33
1990,1,8,319,R,13.24
1990,1,9,319,R,13.14
1990,1,10,319,R,13.01
1990,1,11,319,R,12.92
1990,1,12,319,R,12.86
1990,1,13,319,R,12.83
1990,1,14,319,R,12.82
1990,1,15,319,R,12.82
1990,1,16,319,R,12.72
1990,1,17,319,R,12.54
1990,1,18,319,R,12.43
1990,1,19,319,R,12.33
1990,1,20,319,R,12.18
1990,1,21,319,R,12.04
1990,1,22,319,R,12.03
1990,1,23,319,R,12.05
1990,1,24,319,R,12.04
1990,1,25,319,R,11.97
1990,1,26,319,R,11.81
1990,1,27,319,R,11.72
1990,1,28,319,R,11.68
1990,1,29,319,R,11.58
1990,1,30,319,R,11.52
1990,1,31,319,R,11.53
1990,2,1,319,R,11.46
1990,2,2,319,R,11.38
1990,2,3,319,R,11.32
1990,2,4,319,R,11.2
1990,2,5,319,R,11.03
1990,2,6,319,R,10.92
1990,2,7,319,R,10.89
1990,2,8,319,R,10.9
1990,2,9,319,R,10.87
1990,2,10,319,R,10.88
1990,2,11,319,R,10.87
1990,2,12,319,R,10.86
1990,2,13,319,R,10.85
1990,2,14,319,R,10.85
1990,2,15,319,R,10.82
1990,2,16,319,R,10.77
1990,2,17,319,R,10.66
1990,2,18,319,R,10.54
1990,2,19,319,R,10.45
1990,2,20,319,R,10.4
1990,2,21,319,R,10.3
1990,2,22,319,R,10.17
1990,2,23,319,R,10.09
1990,2,24,319,R,10.01
1990,2,25,319,R,9.86
1990,2,26,319,R,9.85
1990,2,27,319,R,10
1990,2,28,319,R,10.16
1990,3,1,319,R,10.3
1990,3,2,319,R,10.44
1990,3,3,319,R,10.55
1990,3,4,319,R,10.62
1990,3,5,319,R,10.67
1990,3,6,319,R,10.7
1990,3,7,319,R,10.69
1990,3,8,319,R,10.66
1990,3,9,319,R,10.61
1990,3,10,319,R,10.59
1990,3,11,319,R,10.56
1990,3,12,319,R,10.52
1990,3,13,319,R,10.5
1990,3,14,319,R,10.53
1990,3,15,319,R,10.64
1990,3,16,319,R,10.77
1990,3,17,319,R,10.92
1990,3,18,319,R,11.07
1990,3,19,319,R,11.18
1990,3,20,319,R,11.25
1990,3,21,319,R,11.28
1990,3,22,319,R,11.27
1990,3,23,319,R,11.25
1990,3,24,319,R,11.21
1990,3,25,319,R,11.18
1990,3,26,319,R,11.17
1990,3,27,319,R,11.16
1990,3,28,319,R,11.16
1990,3,29,319,R,11.14
1990,3,30,319,R,11.12
1990,3,31,319,R,11.1
1990,4,1,319,R,11.05
1990,4,2,319,R,11
1990,4,3,319,R,11
1990,4,4,319,R,11.05
1990,4,5,319,R,11.09
1990,4,6,319,R,11.17
1990,4,7,319,R,11.31
1990,4,8,319,R,11.48
1990,4,9,319,R,11.67
1990,4,10,319,R,11.86
1990,4,11,319,R,12.03
1990,4,12,319,R,12.17
1990,4,13,319,R,12.28
1990,4,14,319,R,12.37
1990,4,15,319,R,12.44
1990,4,16,319,R,12.5
1990,4,17,319,R,12.61
1990,4,18,319,R,12.66
1990,4,19,319,R,12.62
1990,4,20,319,R,12.63
1990,4,21,319,R,12.72
1990,4,22,319,R,12.9
1990,4,23,319,R,13.11
1990,4,24,319,R,13.25
1990,4,25,319,R,13.32
1990,4,26,319,R,13.33
1990,4,27,319,R,13.29
1990,4,28,319,R,13.22
1990,4,29,319,R,13.14
1990,4,30,319,R,13.07
1990,5,1,319,R,13.04
1990,5,2,319,R,13.11
1990,5,3,319,R,13.25
1990,5,4,319,R,13.43
1990,5,5,319,R,13.64
1990,5,6,319,R,13.85
1990,5,7,319,R,14.08
1990,5,8,319,R,14.32
1990,5,9,319,R,14.56
1990,5,10,319,R,14.79
1990,5,11,319,R,15
1990,5,12,319,R,15.21
1990,5,13,319,R,15.42
1990,5,14,319,R,15.64
1990,5,15,319,R,15.75
1990,5,16,319,R,15.79
1990,5,17,319,R,15.86
1990,5,18,319,R,15.96
1990,5,19,319,R,16.07
1990,5,20,319,R,16.2
1990,5,21,319,R,16.33
1990,5,22,319,R,16.47
1990,5,23,319,R,16.62
1990,5,24,319,R,16.8
1990,5,25,319,R,17.01
1990,5,26,319,R,17.19
1990,5,27,319,R,17.37
1990,5,28,319,R,17.58
1990,5,29,319,R,17.86
1990,5,30,319,R,18.13
1990,5,31,319,R,18.34
1990,6,1,319,R,18.51
1990,6,2,319,R,18.7
1990,6,3,319,R,18.9
1990,6,4,319,R,19
1990,6,5,319,R,19.08
1990,6,6,319,R,19.21
1990,6,7,319,R,19.34
1990,6,8,319,R,19.43
1990,6,9,319,R,19.51
1990,6,10,319,R,19.59
1990,6,11,319,R,19.64
1990,6,12,319,R,19.67
1990,6,13,319,R,19.71
1990,6,14,319,R,19.79
1990,6,15,319,R,19.87
1990,6,16,319,R,19.98
1990,6,17,319,R,20.12
1990,6,18,319,R,20.33
1990,6,19,319,R,20.53
1990,6,20,319,R,20.67
1990,6,21,319,R,20.77
1990,6,22,319,R,20.83
1990,6,23,319,R,20.96
1990,6,24,319,R,21.25
1990,6,25,319,R,21.53
1990,6,26,319,R,21.62
1990,6,27,319,R,21.64
1990,6,28,319,R,21.68
1990,6,29,319,R,21.76
1990,6,30,319,R,21.87
1990,7,1,319,R,22.01
1990,7,2,319,R,22.25
1990,7,3,319,R,22.51
1990,7,4,319,R,22.67
1990,7,5,319,R,22.82
1990,7,6,319,R,22.98
1990,7,7,319,R,23.14
1990,7,8,319,R,23.25
1990,7,9,319,R,23.35
1990,7,10,319,R,23.45
1990,7,11,319,R,23.46
1990,7,12,319,R,23.48
1990,7,13,319,R,23.57
1990,7,14,319,R,23.68
1990,7,15,319,R,23.74
1990,7,16,319,R,23.77
1990,7,17,319,R,23.8
1990,7,18,319,R,23.86
1990,7,19,319,R,23.95
1990,7,20,319,R,24.09
1990,7,21,319,R,24.31
1990,7,22,319,R,24.56
1990,7,23,319,R,24.75
1990,7,24,319,R,24.91
1990,7,25,319,R,25.06
1990,7,26,319,R,25.2
1990,7,27,319,R,25.33
1990,7,28,319,R,25.5
1990,7,29,319,R,25.68
1990,7,30,319,R,25.87
1990,7,31,319,R,26.08
1990,8,1,319,R,26.32
1990,8,2,319,R,26.56
1990,8,3,319,R,26.78
1990,8,4,319,R,26.95
1990,8,5,319,R,27.08
1990,8,6,319,R,27.15
1990,8,7,319,R,27.15
1990,8,8,319,R,27.12
1990,8,9,319,R,27.05
1990,8,10,319,R,26.98
1990,8,11,319,R,26.94
1990,8,12,319,R,26.95
1990,8,13,319,R,26.99
1990,8,14,319,R,27.05
1990,8,15,319,R,27.14
1990,8,16,319,R,27.23
1990,8,17,319,R,27.29
1990,8,18,319,R,27.33
1990,8,19,319,R,27.34
1990,8,20,319,R,27.31
1990,8,21,319,R,27.28
1990,8,22,319,R,27.24
1990,8,23,319,R,27.2
1990,8,24,319,R,27.17
1990,8,25,319,R,27.16
1990,8,26,319,R,27.16
1990,8,27,319,R,27.18
1990,8,28,319,R,27.21
1990,8,29,319,R,27.22
1990,8,30,319,R,27.23
1990,8,31,319,R,27.22
1990,9,1,319,R,27.18
1990,9,2,319,R,27.13
1990,9,3,319,R,27.08
1990,9,4,319,R,27.02
1990,9,5,319,R,26.95
1990,9,6,319,R,26.87
1990,9,7,319,R,26.79
1990,9,8,319,R,26.73
1990,9,9,319,R,26.69
1990,9,10,319,R,26.65
1990,9,11,319,R,26.62
1990,9,12,319,R,26.65
1990,9,13,319,R,26.58
1990,9,14,319,R,26.24
1990,9,15,319,R,25.83
1990,9,16,319,R,25.47
1990,9,17,319,R,25.27
1990,9,18,319,R,25.17
1990,9,19,319,R,25.07
1990,9,20,319,R,24.98
1990,9,21,319,R,24.9
1990,9,22,319,R,24.82
1990,9,23,319,R,24.77
1990,9,24,319,R,24.7
1990,9,25,319,R,24.59
1990,9,26,319,R,24.47
1990,9,27,319,R,24.38
1990,9,28,319,R,24.3
1990,9,29,319,R,24.16
1990,9,30,319,R,23.96
1990,10,1,319,R,23.84
1990,10,2,319,R,23.78
1990,10,3,319,R,23.67
1990,10,4,319,R,23.47
1990,10,5,319,R,23.31
1990,10,6,319,R,23.18
1990,10,7,319,R,23
1990,10,8,319,R,22.76
1990,10,9,319,R,22.47
1990,10,10,319,R,22.15
1990,10,11,319,R,21.9
1990,10,12,319,R,21.75
1990,10,13,319,R,21.62
1990,10,14,319,R,21.52
1990,10,15,319,R,21.43
1990,10,16,319,R,21.37
1990,10,17,319,R,21.32
1990,10,18,319,R,21.29
1990,10,19,319,R,21.25
1990,10,20,319,R,21.22
1990,10,21,319,R,21.15
1990,10,22,319,R,21.03
1990,10,23,319,R,20.87
1990,10,24,319,R,20.68
1990,10,25,319,R,20.49
1990,10,26,319,R,20.34
1990,10,27,319,R,20.21
1990,10,28,319,R,20.11
1990,10,29,319,R,20.01
1990,10,30,319,R,19.95
1990,10,31,319,R,19.94
1990,11,1,319,R,19.98
1990,11,2,319,R,20.06
1990,11,3,319,R,20.15
1990,11,4,319,R,20.24
1990,11,5,319,R,20.29
1990,11,6,319,R,20.22
1990,11,7,319,R,20.04
1990,11,8,319,R,19.78
1990,11,9,319,R,19.49
1990,11,10,319,R,19.27
1990,11,11,319,R,19.11
1990,11,12,319,R,18.97
1990,11,13,319,R,18.82
1990,11,14,319,R,18.65
1990,11,15,319,R,18.54
1990,11,16,319,R,18.47
1990,11,17,319,R,18.39
1990,11,18,319,R,18.33
1990,11,19,319,R,18.29
1990,11,20,319,R,18.23
1990,11,21,319,R,18.17
1990,11,22,319,R,18.11
1990,11,23,319,R,18.08
1990,11,24,319,R,18.07
1990,11,25,319,R,18.1
1990,11,26,319,R,18.14
1990,11,27,319,R,18.13
1990,11,28,319,R,18.08
1990,11,29,319,R,18.01
1990,11,30,319,R,17.93
1990,12,1,319,R,17.81
1990,12,2,319,R,17.59
1990,12,3,319,R,17.39
1990,12,4,319,R,17.25
1990,12,5,319,R,17.13
1990,12,6,319,R,17
1990,12,7,319,R,16.91
1990,12,8,319,R,16.88
1990,12,9,319,R,16.87
1990,12,10,319,R,16.87
1990,12,11,319,R,16.88
1990,12,12,319,R,16.87
1990,12,13,319,R,16.8
1990,12,14,319,R,16.65
1990,12,15,319,R,16.51
1990,12,16,319,R,16.44
1990,12,17,319,R,16.3
1990,12,18,319,R,16.05
1990,12,19,319,R,15.94
1990,12,20,319,R,15.89
1990,12,21,319,R,15.77
1990,12,22,319,R,15.7
1990,12,23,319,R,15.64
1990,12,24,319,R,15.56
1990,12,25,319,R,15.5
1990,12,26,319,R,15.46
1990,12,27,319,R,15.45
1990,12,28,319,R,15.4
1990,12,29,319,R,15.31
1990,12,30,319,R,15.2
1990,12,31,319,R,15.14
1991,1,1,319,R,15.08
1991,1,2,319,R,14.94
1991,1,3,319,R,14.79
1991,1,4,319,R,14.7
1991,1,5,319,R,14.65
1991,1,6,319,R,14.62
1991,1,7,319,R,14.56
1991,1,8,319,R,14.39
1991,1,9,319,R,13.97
1991,1,10,319,R,13.44
1991,1,11,319,R,13.2
1991,1,12,319,R,13.05
1991,1,13,319,R,13
1991,1,14,319,R,13.01
1991,1,15,319,R,13.06
1991,1,16,319,R,13.1
1991,1,17,319,R,13.12
1991,1,18,319,R,13.12
1991,1,19,319,R,13.14
1991,1,20,319,R,13.18
1991,1,21,319,R,13.21
1991,1,22,319,R,13.25
1991,1,23,319,R,13.26
1991,1,24,319,R,13.24
1991,1,25,319,R,13.21
1991,1,26,319,R,13.17
1991,1,27,319,R,12.8
1991,1,28,319,R,12.07
1991,1,29,319,R,11.73
1991,1,30,319,R,11.66
1991,1,31,319,R,11.56
1991,2,1,319,R,11.45
1991,2,2,319,R,11.36
1991,2,3,319,R,11.29
1991,2,4,319,R,11.25
1991,2,5,319,R,11.26
1991,2,6,319,R,11.27
1991,2,7,319,R,11.32
1991,2,8,319,R,11.36
1991,2,9,319,R,11.41
1991,2,10,319,R,11.47
1991,2,11,319,R,11.51
1991,2,12,319,R,11.55
1991,2,13,319,R,11.58
1991,2,14,319,R,11.6
1991,2,15,319,R,11.61
1991,2,16,319,R,11.61
1991,2,17,319,R,11.58
1991,2,18,319,R,11.5
1991,2,19,319,R,11.4
1991,2,20,319,R,11.28
1991,2,21,319,R,11.06
1991,2,22,319,R,10.62
1991,2,23,319,R,10.27
1991,2,24,319,R,10.22
1991,2,25,319,R,10.23
1991,2,26,319,R,10.22
1991,2,27,319,R,10.27
1991,2,28,319,R,10.31
1991,3,1,319,R,10.34
1991,3,2,319,R,10.41
1991,3,3,319,R,10.48
1991,3,4,319,R,10.54
1991,3,5,319,R,10.59
1991,3,6,319,R,10.6
1991,3,7,319,R,10.57
1991,3,8,319,R,10.49
1991,3,9,319,R,10.39
1991,3,10,319,R,10.27
1991,3,11,319,R,10.13
1991,3,12,319,R,10
1991,3,13,319,R,9.91
1991,3,14,319,R,9.81
1991,3,15,319,R,9.81
1991,3,16,319,R,9.91
1991,3,17,319,R,10.05
1991,3,18,319,R,10.18
1991,3,19,319,R,10.32
1991,3,20,319,R,10.46
1991,3,21,319,R,10.58
1991,3,22,319,R,10.66
1991,3,23,319,R,10.71
1991,3,24,319,R,10.75
1991,3,25,319,R,10.78
1991,3,26,319,R,10.8
1991,3,27,319,R,10.81
1991,3,28,319,R,10.77
1991,3,29,319,R,10.69
1991,3,30,319,R,10.59
1991,3,31,319,R,10.5
1991,4,1,319,R,10.46
1991,4,2,319,R,10.44
1991,4,3,319,R,10.49
1991,4,4,319,R,10.6
1991,4,5,319,R,10.72
1991,4,6,319,R,10.85
1991,4,7,319,R,11
1991,4,8,319,R,11.22
1991,4,9,319,R,11.51
1991,4,10,319,R,11.76
1991,4,11,319,R,11.95
1991,4,12,319,R,12.1
1991,4,13,319,R,12.21
1991,4,14,319,R,12.24
1991,4,15,319,R,12.23
1991,4,16,319,R,12.21
1991,4,17,319,R,12.2
1991,4,18,319,R,12.22
1991,4,19,319,R,12.24
1991,4,20,319,R,12.26
1991,4,21,319,R,12.3
1991,4,22,319,R,12.32
1991,4,23,319,R,12.33
1991,4,24,319,R,12.32
1991,4,25,319,R,12.3
1991,4,26,319,R,12.31
1991,4,27,319,R,12.34
1991,4,28,319,R,12.38
1991,4,29,319,R,12.41
1991,4,30,319,R,12.46
1991,5,1,319,R,12.49
1991,5,2,319,R,12.48
1991,5,3,319,R,12.46
1991,5,4,319,R,12.47
1991,5,5,319,R,12.54
1991,5,6,319,R,12.69
1991,5,7,319,R,12.89
1991,5,8,319,R,13.09
1991,5,9,319,R,13.31
1991,5,10,319,R,13.55
1991,5,11,319,R,13.8
1991,5,12,319,R,14.05
1991,5,13,319,R,14.27
1991,5,14,319,R,14.49
1991,5,15,319,R,14.66
1991,5,16,319,R,14.79
1991,5,17,319,R,14.93
1991,5,18,319,R,15.1
1991,5,19,319,R,15.25
1991,5,20,319,R,15.37
1991,5,21,319,R,15.51
1991,5,22,319,R,15.66
1991,5,23,319,R,15.84
1991,5,24,319,R,16.03
1991,5,25,319,R,16.21
1991,5,26,319,R,16.36
1991,5,27,319,R,16.47
1991,5,28,319,R,16.53
1991,5,29,319,R,16.54
1991,5,30,319,R,16.56
1991,5,31,319,R,16.74
1991,6,1,319,R,16.95
1991,6,2,319,R,17.11
1991,6,3,319,R,17.26
1991,6,4,319,R,17.44
1991,6,5,319,R,17.65
1991,6,6,319,R,17.82
1991,6,7,319,R,18
1991,6,8,319,R,18.17
1991,6,9,319,R,18.36
1991,6,10,319,R,18.52
1991,6,11,319,R,18.65
1991,6,12,319,R,18.73
1991,6,13,319,R,18.79
1991,6,14,319,R,18.87
1991,6,15,319,R,19.02
1991,6,16,319,R,19.19
1991,6,17,319,R,19.27
1991,6,18,319,R,19.41
1991,6,19,319,R,19.64
1991,6,20,319,R,19.82
1991,6,21,319,R,20.01
1991,6,22,319,R,20.27
1991,6,23,319,R,20.6
1991,6,24,319,R,21.05
1991,6,25,319,R,21.57
1991,6,26,319,R,22.07
1991,6,27,319,R,22.3
1991,6,28,319,R,22.37
1991,6,29,319,R,22.4
1991,6,30,319,R,22.41
1991,7,1,319,R,22.39
1991,7,2,319,R,22.32
1991,7,3,319,R,22.24
1991,7,4,319,R,22.16
1991,7,5,319,R,22.09
1991,7,6,319,R,22.04
1991,7,7,319,R,22.04
1991,7,8,319,R,22.04
1991,7,9,319,R,22.02
1991,7,10,319,R,22.02
1991,7,11,319,R,22.02
1991,7,12,319,R,22.04
1991,7,13,319,R,22.07
1991,7,14,319,R,22.1
1991,7,15,319,R,22.13
1991,7,16,319,R,22.18
1991,7,17,319,R,22.22
1991,7,18,319,R,22.27
1991,7,19,319,R,22.33
1991,7,20,319,R,22.36
1991,7,21,319,R,22.42
1991,7,22,319,R,22.55
1991,7,23,319,R,22.69
1991,7,24,319,R,22.83
1991,7,25,319,R,22.95
1991,7,26,319,R,23.06
1991,7,27,319,R,23.16
1991,7,28,319,R,23.23
1991,7,29,319,R,23.3
1991,7,30,319,R,23.37
1991,7,31,319,R,23.47
1991,8,1,319,R,23.61
1991,8,2,319,R,23.78
1991,8,3,319,R,23.95
1991,8,4,319,R,24.13
1991,8,5,319,R,24.25
1991,8,6,319,R,24.27
1991,8,7,319,R,24.25
1991,8,8,319,R,24.28
1991,8,9,319,R,24.34
1991,8,10,319,R,24.43
1991,8,11,319,R,24.55
1991,8,12,319,R,24.67
1991,8,13,319,R,24.76
1991,8,14,319,R,24.83
1991,8,15,319,R,24.91
1991,8,16,319,R,25.01
1991,8,17,319,R,25.09
1991,8,18,319,R,25.17
1991,8,19,319,R,25.24
1991,8,20,319,R,25.3
1991,8,21,319,R,25.33
1991,8,22,319,R,25.35
1991,8,23,319,R,25.34
1991,8,24,319,R,25.29
1991,8,25,319,R,25.17
1991,8,26,319,R,25.03
1991,8,27,319,R,24.9
1991,8,28,319,R,24.83
1991,8,29,319,R,24.82
1991,8,30,319,R,24.85
1991,8,31,319,R,24.91
1991,9,1,319,R,25
1991,9,2,319,R,25.09
1991,9,3,319,R,25.17
1991,9,4,319,R,25.24
1991,9,5,319,R,25.3
1991,9,6,319,R,25.33
1991,9,7,319,R,25.33
1991,9,8,319,R,25.32
1991,9,9,319,R,25.3
1991,9,10,319,R,25.23
1991,9,11,319,R,25.09
1991,9,12,319,R,24.79
1991,9,13,319,R,24.31
1991,9,14,319,R,23.85
1991,9,15,319,R,23.53
1991,9,16,319,R,23.31
1991,9,17,319,R,23.13
1991,9,18,319,R,23.01
1991,9,19,319,R,22.96
1991,9,20,319,R,22.95
1991,9,21,319,R,22.92
1991,9,22,319,R,22.86
1991,9,23,319,R,22.8
1991,9,24,319,R,22.75
1991,9,25,319,R,22.69
1991,9,26,319,R,22.62
1991,9,27,319,R,22.51
1991,9,28,319,R,22.29
1991,9,29,319,R,22.01
1991,9,30,319,R,21.78
1991,10,1,319,R,21.62
1991,10,2,319,R,21.57
1991,10,3,319,R,21.56
1991,10,4,319,R,21.55
1991,10,5,319,R,21.53
1991,10,6,319,R,21.44
1991,10,7,319,R,21.29
1991,10,8,319,R,21.16
1991,10,9,319,R,21.02
1991,10,10,319,R,20.85
1991,10,11,319,R,20.66
1991,10,12,319,R,20.54
1991,10,13,319,R,20.45
1991,10,14,319,R,20.33
1991,10,15,319,R,20.12
1991,10,16,319,R,19.91
1991,10,17,319,R,19.8
1991,10,18,319,R,19.69
1991,10,19,319,R,19.55
1991,10,20,319,R,19.44
1991,10,21,319,R,19.32
1991,10,22,319,R,19.18
1991,10,23,319,R,19.06
1991,10,24,319,R,18.96
1991,10,25,319,R,18.86
1991,10,26,319,R,18.75
1991,10,27,319,R,18.69
1991,10,28,319,R,18.7
1991,10,29,319,R,18.72
1991,10,30,319,R,18.71
1991,10,31,319,R,18.72
1991,11,1,319,R,18.75
1991,11,2,319,R,18.74
1991,11,3,319,R,18.72
1991,11,4,319,R,18.72
1991,11,5,319,R,18.72
1991,11,6,319,R,18.7
1991,11,7,319,R,18.68
1991,11,8,319,R,18.63
1991,11,9,319,R,18.51
1991,11,10,319,R,18.32
1991,11,11,319,R,18.11
1991,11,12,319,R,17.98
1991,11,13,319,R,17.86
1991,11,14,319,R,17.68
1991,11,15,319,R,17.53
1991,11,16,319,R,17.51
1991,11,17,319,R,17.53
1991,11,18,319,R,17.54
1991,11,19,319,R,17.45
1991,11,20,319,R,17.25
1991,11,21,319,R,17.13
1991,11,22,319,R,17.04
1991,11,23,319,R,16.93
1991,11,24,319,R,16.8
1991,11,25,319,R,16.69
1991,11,26,319,R,16.62
1991,11,27,319,R,16.56
1991,11,28,319,R,16.5
1991,11,29,319,R,16.46
1991,11,30,319,R,16.44
1991,12,1,319,R,16.45
1991,12,2,319,R,16.47
1991,12,3,319,R,16.49
1991,12,4,319,R,16.5
1991,12,5,319,R,16.51
1991,12,6,319,R,16.52
1991,12,7,319,R,16.52
1991,12,8,319,R,16.46
1991,12,9,319,R,16.37
1991,12,10,319,R,16.28
1991,12,11,319,R,16.19
1991,12,12,319,R,16.08
1991,12,13,319,R,15.91
1991,12,14,319,R,15.67
1991,12,15,319,R,15.51
1991,12,16,319,R,15.48
1991,12,17,319,R,15.5
1991,12,18,319,R,15.54
1991,12,19,319,R,15.58
1991,12,20,319,R,15.59
1991,12,21,319,R,15.59
1991,12,22,319,R,15.57
1991,12,23,319,R,15.54
1991,12,24,319,R,15.48
1991,12,25,319,R,15.39
1991,12,26,319,R,15.29
1991,12,27,319,R,15.21
1991,12,28,319,R,15.04
1991,12,29,319,R,14.68
1991,12,30,319,R,14.3
1991,12,31,319,R,14.01
1992,1,1,319,R,13.87
1992,1,2,319,R,13.89
1992,1,3,319,R,13.88
1992,1,4,319,R,13.78
1992,1,5,319,R,13.8
1992,1,6,319,R,13.86
1992,1,7,319,R,13.88
1992,1,8,319,R,13.86
1992,1,9,319,R,13.79
1992,1,10,319,R,13.69
1992,1,11,319,R,13.6
1992,1,12,319,R,13.51
1992,1,13,319,R,13.42
1992,1,14,319,R,13.34
1992,1,15,319,R,13.27
1992,1,16,319,R,13.22
1992,1,17,319,R,13.18
1992,1,18,319,R,12.99
1992,1,19,319,R,12.64
1992,1,20,319,R,12.46
1992,1,21,319,R,12.46
1992,1,22,319,R,12.51
1992,1,23,319,R,12.54
1992,1,24,319,R,12.57
1992,1,25,319,R,12.57
1992,1,26,319,R,12.56
1992,1,27,319,R,12.53
1992,1,28,319,R,12.48
1992,1,29,319,R,12.42
1992,1,30,319,R,12.36
1992,1,31,319,R,12.3
1992,2,1,319,R,12.27
1992,2,2,319,R,12.18
1992,2,3,319,R,11.97
1992,2,4,319,R,11.78
1992,2,5,319,R,11.67
1992,2,6,319,R,11.57
1992,2,7,319,R,11.54
1992,2,8,319,R,11.53
1992,2,9,319,R,11.55
1992,2,10,319,R,11.57
1992,2,11,319,R,11.59
1992,2,12,319,R,11.61
1992,2,13,319,R,11.62
1992,2,14,319,R,11.59
1992,2,15,319,R,11.56
1992,2,16,319,R,11.49
1992,2,17,319,R,11.41
1992,2,18,319,R,11.34
1992,2,19,319,R,11.26
1992,2,20,319,R,11.2
1992,2,21,319,R,11.18
1992,2,22,319,R,11.15
1992,2,23,319,R,11.1
1992,2,24,319,R,11.07
1992,2,25,319,R,11.04
1992,2,26,319,R,11.01
1992,2,27,319,R,10.99
1992,2,28,319,R,10.98
1992,2,29,319,R,10.96
1992,3,1,319,R,10.94
1992,3,2,319,R,10.94
1992,3,3,319,R,10.92
1992,3,4,319,R,10.9
1992,3,5,319,R,10.92
1992,3,6,319,R,10.96
1992,3,7,319,R,11.01
1992,3,8,319,R,11.1
1992,3,9,319,R,11.2
1992,3,10,319,R,11.29
1992,3,11,319,R,11.34
1992,3,12,319,R,11.36
1992,3,13,319,R,11.35
1992,3,14,319,R,11.32
1992,3,15,319,R,11.25
1992,3,16,319,R,11.15
1992,3,17,319,R,11.01
1992,3,18,319,R,10.92
1992,3,19,319,R,10.89
1992,3,20,319,R,10.86
1992,3,21,319,R,10.85
1992,3,22,319,R,10.86
1992,3,23,319,R,10.85
1992,3,24,319,R,10.8
1992,3,25,319,R,10.82
1992,3,26,319,R,10.94
1992,3,27,319,R,11.04
1992,3,28,319,R,11.05
1992,3,29,319,R,11.03
1992,3,30,319,R,11
1992,3,31,319,R,10.98
1992,4,1,319,R,10.96
1992,4,2,319,R,10.97
1992,4,3,319,R,10.99
1992,4,4,319,R,11.02
1992,4,5,319,R,11.06
1992,4,6,319,R,11.1
1992,4,7,319,R,11.14
1992,4,8,319,R,11.18
1992,4,9,319,R,11.19
1992,4,10,319,R,11.14
1992,4,11,319,R,11.1
1992,4,12,319,R,11.09
1992,4,13,319,R,11.05
1992,4,14,319,R,10.99
1992,4,15,319,R,10.96
1992,4,16,319,R,10.93
1992,4,17,319,R,10.92
1992,4,18,319,R,10.95
1992,4,19,319,R,11.03
1992,4,20,319,R,11.16
1992,4,21,319,R,11.32
1992,4,22,319,R,11.46
1992,4,23,319,R,11.56
1992,4,24,319,R,11.66
1992,4,25,319,R,11.75
1992,4,26,319,R,11.83
1992,4,27,319,R,11.94
1992,4,28,319,R,12.05
1992,4,29,319,R,12.15
1992,4,30,319,R,12.19
1992,5,1,319,R,12.21
1992,5,2,319,R,12.23
1992,5,3,319,R,12.29
1992,5,4,319,R,12.36
1992,5,5,319,R,12.42
1992,5,6,319,R,12.45
1992,5,7,319,R,12.48
1992,5,8,319,R,12.53
1992,5,9,319,R,12.6
1992,5,10,319,R,12.65
1992,5,11,319,R,12.73
1992,5,12,319,R,12.92
