yyyy,mm,dd,areaNo.,flag,Temp.
2021,1,30,508,P,12.63
2021,1,31,508,P,12.79
2021,2,1,508,P,12.82
2021,2,2,508,P,12.71
2021,2,3,508,P,12.66
2021,2,4,508,P,12.67
2021,2,5,508,P,12.6
2021,2,6,508,P,12.68
2021,2,7,508,P,12.66
2021,2,8,508,P,12.6
2021,2,9,508,P,12.54
2021,2,10,508,P,12.41
2021,2,11,508,P,12.32
2021,2,12,508,P,12.23
2021,2,13,508,P,12.18
2021,2,14,508,P,12.71
2021,2,15,508,P,12.84
2021,2,16,508,P,12.72
2021,2,17,508,P,12.45
2021,2,18,508,P,12.03
2021,2,19,508,P,11.96
2021,2,20,508,P,12.19
2021,2,21,508,P,12.53
2021,2,22,508,P,12.74
2021,2,23,508,P,12.62
2021,2,24,508,P,12.31
2021,2,25,508,P,11.91
2021,2,26,508,P,11.67
2021,2,27,508,P,11.77
2021,2,28,508,P,11.51
2021,3,1,508,P,11.49
2021,3,2,508,P,11.53
2021,3,3,508,P,11.51
2021,3,4,508,P,11.48
2021,3,5,508,P,11.55
2021,3,6,508,P,11.68
2021,3,7,508,P,11.71
2021,3,8,508,P,12.24
2021,3,9,508,P,12.26
2021,3,10,508,P,12.37
2021,3,11,508,P,12.36
2021,3,12,508,P,12.38
2021,3,13,508,P,12.35
2021,3,14,508,P,12.35
2021,3,15,508,P,12.38
2021,3,16,508,P,12.4
2021,3,17,508,P,12.25
2021,3,18,508,P,12.22
2021,3,19,508,P,12.38
2021,3,20,508,P,12.52
2021,3,21,508,P,12.57
2021,3,22,508,P,12.54
2021,3,23,508,P,12.71
2021,3,24,508,P,12.78
2021,3,25,508,P,13.04
2021,3,26,508,P,13.2
2021,3,27,508,P,13.28
2021,3,28,508,P,13.23
2021,3,29,508,P,12.72
2021,3,30,508,P,12.22
2021,3,31,508,P,12.13
2021,4,1,508,P,12.51
2021,4,2,508,P,13.12
2021,4,3,508,P,13.64
2021,4,4,508,P,13.87
2021,4,5,508,P,14.06
2021,4,6,508,P,14.24
2021,4,7,508,P,14.36
2021,4,8,508,P,14.31
2021,4,9,508,P,14.19
2021,4,10,508,P,14.07
2021,4,11,508,P,13.94
2021,4,12,508,P,13.94
2021,4,13,508,P,13.92
2021,4,14,508,P,13.84
2021,4,15,508,P,13.72
2021,4,16,508,P,13.8
2021,4,17,508,P,13.7
2021,4,18,508,P,13.42
2021,4,19,508,P,13.63
2021,4,20,508,P,14.03
2021,4,21,508,P,14.49
2021,4,22,508,P,14.89
2021,4,23,508,P,15.06
2021,4,24,508,P,15.45
2021,4,25,508,P,15.55
2021,4,26,508,P,15.24
2021,4,27,508,P,14.96
2021,4,28,508,P,14.82
2021,4,29,508,P,14.76
2021,4,30,508,P,14.83
2021,5,1,508,P,14.82
2021,5,2,508,P,14.69
2021,5,3,508,P,14.69
2021,5,4,508,P,14.78
2021,5,5,508,P,14.77
2021,5,6,508,P,15.05
2021,5,7,508,P,15.13
2021,5,8,508,P,15.24
2021,5,9,508,P,15.13
2021,5,10,508,P,15.09
2021,5,11,508,P,15.16
2021,5,12,508,P,15.18
2021,5,13,508,P,15.21
2021,5,14,508,P,16.46
2021,5,15,508,P,16.88
2021,5,16,508,P,17.32
2021,5,17,508,P,17.32
2021,5,18,508,P,17.46
2021,5,19,508,P,17.59
2021,5,20,508,P,17.69
2021,5,21,508,P,17.71
2021,5,22,508,P,17.14
2021,5,23,508,P,17.36
2021,5,24,508,P,17.48
2021,5,25,508,P,17.43
2021,5,26,508,P,17.21
2021,5,27,508,P,17.13
2021,5,28,508,P,17.25
2021,5,29,508,P,17.37
2021,5,30,508,P,17.71
2021,5,31,508,P,18
2021,6,1,508,P,18.14
2021,6,2,508,P,18.33
2021,6,3,508,P,18.37
2021,6,4,508,P,18.09
2021,6,5,508,P,18
2021,6,6,508,P,18.35
2021,6,7,508,P,19.32
2021,6,8,508,P,19.7
2021,6,9,508,P,20.05
2021,6,10,508,P,20.27
2021,6,11,508,P,20.4
2021,6,12,508,P,20.42
2021,6,13,508,P,20.21
2021,6,14,508,P,20.09
2021,6,15,508,P,20.01
2021,6,16,508,P,20.1
2021,6,17,508,P,20.33
2021,6,18,508,P,20.48
2021,6,19,508,P,21.06
2021,6,20,508,P,21.49
2021,6,21,508,P,21.79
2021,6,22,508,P,21.83
2021,6,23,508,P,21.9
2021,6,24,508,P,21.87
2021,6,25,508,P,21.87
2021,6,26,508,P,21.91
2021,6,27,508,P,21.9
2021,6,28,508,P,21.64
2021,6,29,508,P,22.29
2021,6,30,508,P,22.3
2021,7,1,508,P,22.39
2021,7,2,508,P,22.56
2021,7,3,508,P,22.76
2021,7,4,508,P,22.98
2021,7,5,508,P,23.27
2021,7,6,508,P,23.51
2021,7,7,508,P,23.85
2021,7,8,508,P,23.84
2021,7,9,508,P,23.42
2021,7,10,508,P,23.57
2021,7,11,508,P,23.79
2021,7,12,508,P,24.11
2021,7,13,508,P,24.37
2021,7,14,508,P,24.58
2021,7,15,508,P,24.68
2021,7,16,508,P,24.74
2021,7,17,508,P,24.64
2021,7,18,508,P,24.33
2021,7,19,508,P,24.08
2021,7,20,508,P,24.43
2021,7,21,508,P,24.56
2021,7,22,508,P,24.75
2021,7,23,508,P,24.87
2021,7,24,508,P,25.09
2021,7,25,508,P,25.21
2021,7,26,508,P,25.3
2021,7,27,508,P,25.57
2021,7,28,508,P,25.72
2021,7,29,508,P,25.82
2021,7,30,508,P,25.86
2021,7,31,508,P,25.95
2021,8,1,508,P,25.97
2021,8,2,508,P,26.05
2021,8,3,508,P,26.27
2021,8,4,508,P,26.64
2021,8,5,508,P,27.06
2021,8,6,508,P,27.29
2021,8,7,508,P,27.35
2021,8,8,508,P,27.29
2021,8,9,508,P,26.93
2021,8,10,508,P,26.42
2021,8,11,508,P,26.04
2021,8,12,508,P,25.82
2021,8,13,508,P,25.48
2021,8,14,508,P,25.52
2021,8,15,508,P,25.31
2021,8,16,508,P,25.42
2021,8,17,508,P,25.65
2021,8,18,508,P,25.01
2021,8,19,508,P,25.09
2021,8,20,508,P,24.99
2021,8,21,508,P,25.2
2021,8,22,508,P,25.06
2021,8,23,508,P,25.41
2021,8,24,508,P,25.46
2021,8,25,508,P,25.22
2021,8,26,508,P,25.22
2021,8,27,508,P,25.68
2021,8,28,508,P,26.15
2021,8,29,508,P,26.55
2021,8,30,508,P,26.73
2021,8,31,508,P,26.89
2021,9,1,508,P,26.95
2021,9,2,508,P,26.99
2021,9,3,508,P,26.79
2021,9,4,508,P,26.39
2021,9,5,508,P,26.26
2021,9,6,508,P,26.11
2021,9,7,508,P,26
2021,9,8,508,P,25.74
2021,9,9,508,P,26.07
2021,9,10,508,P,26.15
2021,9,11,508,P,26.13
2021,9,12,508,P,26.06
2021,9,13,508,P,25.93
2021,9,14,508,P,25.76
2021,9,15,508,P,24.84
2021,9,16,508,P,24.64
2021,9,17,508,P,24.45
2021,9,18,508,P,24.93
2021,9,19,508,P,24.96
2021,9,20,508,P,24.94
2021,9,21,508,P,24.82
2021,9,22,508,P,24.73
2021,9,23,508,P,24.62
2021,9,24,508,P,24.55
2021,9,25,508,P,24.45
2021,9,26,508,P,24.41
2021,9,27,508,P,24.33
2021,9,28,508,P,24.23
2021,9,29,508,P,24.61
2021,9,30,508,P,24.9
2021,10,1,508,P,24.99
2021,10,2,508,P,24.81
2021,10,3,508,P,24.68
2021,10,4,508,P,24.74
2021,10,5,508,P,24.91
2021,10,6,508,P,25.04
2021,10,7,508,P,25.18
2021,10,8,508,P,25.18
2021,10,9,508,P,25.24
2021,10,10,508,P,25.38
2021,10,11,508,P,25.36
2021,10,12,508,P,25.26
2021,10,13,508,P,25.01
2021,10,14,508,P,25.02
2021,10,15,508,P,25.19
2021,10,16,508,P,25.21
2021,10,17,508,P,24.91
2021,10,18,508,P,24.55
2021,10,19,508,P,24.19
2021,10,20,508,P,23.89
2021,10,21,508,P,23.73
2021,10,22,508,P,23.31
2021,10,23,508,P,23.13
2021,10,24,508,P,23.01
2021,10,25,508,P,22.9
2021,10,26,508,P,22.75
2021,10,27,508,P,22.69
2021,10,28,508,P,22.59
2021,10,29,508,P,22.4
2021,10,30,508,P,22.13
2021,10,31,508,P,21.9
2021,11,1,508,P,21.67
2021,11,2,508,P,21.43
2021,11,3,508,P,21.29
2021,11,4,508,P,21.33
2021,11,5,508,P,21.38
2021,11,6,508,P,21.37
2021,11,7,508,P,21.31
2021,11,8,508,P,21.29
2021,11,9,508,P,20.8
2021,11,10,508,P,20.46
2021,11,11,508,P,20.39
2021,11,12,508,P,20.39
2021,11,13,508,P,20.35
2021,11,14,508,P,20.23
2021,11,15,508,P,20.16
2021,11,16,508,P,20.03
2021,11,17,508,P,19.8
2021,11,18,508,P,19.53
2021,11,19,508,P,19.49
2021,11,20,508,P,19.54
2021,11,21,508,P,19.54
2021,11,22,508,P,19.54
2021,11,23,508,P,19.03
2021,11,24,508,P,18.82
2021,11,25,508,P,18.81
2021,11,26,508,P,18.9
2021,11,27,508,P,18.94
2021,11,28,508,P,18.9
2021,11,29,508,P,18.87
2021,11,30,508,P,18.78
2021,12,1,508,P,18.5
2021,12,2,508,P,18.18
2021,12,3,508,P,18.07
2021,12,4,508,P,17.98
2021,12,5,508,P,17.93
2021,12,6,508,P,17.88
2021,12,7,508,P,17.86
2021,12,8,508,P,17.75
2021,12,9,508,P,17.64
2021,12,10,508,P,17.59
2021,12,11,508,P,17.59
2021,12,12,508,P,17.55
2021,12,13,508,P,17.43
2021,12,14,508,P,17.23
2021,12,15,508,P,17.09
2021,12,16,508,P,17.02
2021,12,17,508,P,16.75
2021,12,18,508,P,16.5
2021,12,19,508,P,16.37
2021,12,20,508,P,16.35
2021,12,21,508,P,16.33
2021,12,22,508,P,16.43
2021,12,23,508,P,16.47
2021,12,24,508,P,16.42
2021,12,25,508,P,16.18
2021,12,26,508,P,15.78
2021,12,27,508,P,15.37
2021,12,28,508,P,15.15
2021,12,29,508,P,15.04
2021,12,30,508,P,15
2021,12,31,508,P,14.86
2022,1,1,508,P,14.87
2022,1,2,508,P,14.81
2022,1,3,508,P,14.79
2022,1,4,508,P,14.7
2022,1,5,508,P,14.58
2022,1,6,508,P,14.5
2022,1,7,508,P,14.44
2022,1,8,508,P,14.46
2022,1,9,508,P,14.38
2022,1,10,508,P,14.43
2022,1,11,508,P,14.32
2022,1,12,508,P,14.16
2022,1,13,508,P,13.81
2022,1,14,508,P,13.55
2022,1,15,508,P,13.4
2022,1,16,508,P,13.36
2022,1,17,508,P,13.3
2022,1,18,508,P,13.31
2022,1,19,508,P,13.35
2022,1,20,508,P,13.25
2022,1,21,508,P,13.08
2022,1,22,508,P,13.02
2022,1,23,508,P,12.94
2022,1,24,508,P,12.8
2022,1,25,508,P,12.77
2022,1,26,508,P,12.75
2022,1,27,508,P,12.67
2022,1,28,508,P,12.62
2022,1,29,508,P,12.79
2022,1,30,508,P,12.52
2022,1,31,508,P,12.43
2022,2,1,508,P,12.34
2022,2,2,508,P,12.15
2022,2,3,508,P,12.07
2022,2,4,508,P,12.24
2022,2,5,508,P,12.22
2022,2,6,508,P,12.18
2022,2,7,508,P,12.12
2022,2,8,508,P,11.96
2022,2,9,508,P,11.79
2022,2,10,508,P,11.86
2022,2,11,508,P,11.91
2022,2,12,508,P,12
2022,2,13,508,P,12.05
2022,2,14,508,P,11.96
2022,2,15,508,P,11.85
2022,2,16,508,P,11.69
2022,2,17,508,P,11.36
2022,2,18,508,P,11.12
2022,2,19,508,P,10.89
2022,2,20,508,P,10.66
2022,2,21,508,P,10.71
2022,2,22,508,P,10.8
2022,2,23,508,P,10.8
2022,2,24,508,P,10.86
2022,2,25,508,P,10.96
2022,2,26,508,P,11.03
2022,2,27,508,P,11.06
2022,2,28,508,P,11.08
2022,3,1,508,P,11.07
2022,3,2,508,P,10.93
2022,3,3,508,P,10.83
2022,3,4,508,P,10.7
2022,3,5,508,P,10.44
2022,3,6,508,P,10.46
2022,3,7,508,P,10.5
2022,3,8,508,P,10.83
2022,3,9,508,P,11.09
2022,3,10,508,P,11.15
2022,3,11,508,P,11.31
2022,3,12,508,P,11.51
2022,3,13,508,P,11.67
2022,3,14,508,P,12.03
2022,3,15,508,P,12.23
2022,3,16,508,P,12.31
2022,3,17,508,P,12.27
2022,3,18,508,P,12.13
2022,3,19,508,P,11.34
2022,3,20,508,P,11.24
2022,3,21,508,P,11.2
2022,3,22,508,P,11.35
2022,3,23,508,P,11.38
2022,3,24,508,P,11.88
2022,3,25,508,P,11.93
2022,3,26,508,P,12.19
2022,3,27,508,P,12.41
2022,3,28,508,P,12.55
2022,3,29,508,P,12.53
2022,3,30,508,P,12.44
2022,3,31,508,P,12.36
2022,4,1,508,P,11.66
2022,4,2,508,P,11.41
2022,4,3,508,P,11.79
2022,4,4,508,P,12.19
2022,4,5,508,P,12.48
2022,4,6,508,P,12.55
2022,4,7,508,P,12.68
2022,4,8,508,P,13.12
2022,4,9,508,P,13.6
2022,4,10,508,P,13.96
2022,4,11,508,P,14.07
2022,4,12,508,P,14.3
2022,4,13,508,P,14.35
2022,4,14,508,P,14.43
2022,4,15,508,P,14.18
2022,4,16,508,P,13.33
2022,4,17,508,P,13.4
2022,4,18,508,P,13.53
2022,4,19,508,P,14.06
2022,4,20,508,P,14.49
2022,4,21,508,P,14.78
2022,4,22,508,P,14.77
2022,4,23,508,P,14.75
2022,4,24,508,P,14.78
2022,4,25,508,P,15.13
2022,4,26,508,P,15.35
2022,4,27,508,P,15.36
2022,4,28,508,P,14.92
2022,4,29,508,P,14.8
2022,4,30,508,P,14.57
2022,5,1,508,P,14.34
2022,5,2,508,P,14.4
2022,5,3,508,P,14.81
2022,5,4,508,P,15.25
2022,5,5,508,P,15.57
2022,5,6,508,P,15.73
2022,5,7,508,P,16.06
2022,5,8,508,P,16.01
2022,5,9,508,P,15.97
2022,5,10,508,P,15.82
2022,5,11,508,P,15.66
2022,5,12,508,P,15.89
2022,5,13,508,P,16.06
2022,5,14,508,P,16.26
2022,5,15,508,P,16.29
2022,5,16,508,P,16.51
2022,5,17,508,P,16.84
2022,5,18,508,P,17.38
2022,5,19,508,P,17.47
2022,5,20,508,P,17.66
2022,5,21,508,P,17.48
2022,5,22,508,P,17.9
2022,5,23,508,P,17.92
2022,5,24,508,P,18.17
2022,5,25,508,P,18.37
2022,5,26,508,P,18.47
2022,5,27,508,P,18.55
2022,5,28,508,P,18.42
2022,5,29,508,P,18.65
2022,5,30,508,P,18.75
2022,5,31,508,P,18.59
2022,6,1,508,P,18.53
2022,6,2,508,P,18.72
2022,6,3,508,P,18.87
2022,6,4,508,P,18.98
2022,6,5,508,P,19.18
2022,6,6,508,P,18.89
2022,6,7,508,P,18.5
2022,6,8,508,P,18.65
2022,6,9,508,P,18.87
2022,6,10,508,P,19.05
2022,6,11,508,P,19.19
2022,6,12,508,P,19.57
2022,6,13,508,P,19.75
2022,6,14,508,P,19.8
2022,6,15,508,P,19.56
2022,6,16,508,P,19.86
2022,6,17,508,P,20.04
2022,6,18,508,P,20.28
2022,6,19,508,P,20.37
2022,6,20,508,P,20.59
2022,6,21,508,P,20.64
2022,6,22,508,P,21.77
2022,6,23,508,P,22.02
2022,6,24,508,P,21.88
2022,6,25,508,P,21.79
2022,6,26,508,P,21.88
2022,6,27,508,P,21.9
2022,6,28,508,P,22.05
2022,6,29,508,P,22.49
2022,6,30,508,P,23.15
2022,7,1,508,P,23.94
2022,7,2,508,P,24.43
2022,7,3,508,P,24.62
2022,7,4,508,P,24.63
2022,7,5,508,P,24.36
2022,7,6,508,P,23.97
2022,7,7,508,P,23.92
2022,7,8,508,P,23.82
2022,7,9,508,P,24.33
2022,7,10,508,P,24.29
2022,7,11,508,P,24.31
2022,7,12,508,P,24.24
2022,7,13,508,P,24.19
2022,7,14,508,P,24.26
2022,7,15,508,P,24.37
2022,7,16,508,P,24.52
2022,7,17,508,P,24.6
2022,7,18,508,P,24.59
2022,7,19,508,P,24.5
2022,7,20,508,P,24.39
2022,7,21,508,P,24.59
2022,7,22,508,P,24.32
2022,7,23,508,P,24.32
2022,7,24,508,P,24.25
2022,7,25,508,P,24.5
2022,7,26,508,P,25.26
2022,7,27,508,P,25.28
2022,7,28,508,P,25.45
2022,7,29,508,P,25.42
2022,7,30,508,P,25.41
2022,7,31,508,P,25.34
2022,8,1,508,P,25.27
2022,8,2,508,P,25.22
2022,8,3,508,P,25.43
2022,8,4,508,P,25.69
2022,8,5,508,P,25.8
2022,8,6,508,P,25.92
2022,8,7,508,P,26.14
2022,8,8,508,P,26.35
2022,8,9,508,P,26.16
2022,8,10,508,P,26.35
2022,8,11,508,P,26.39
2022,8,12,508,P,26.42
2022,8,13,508,P,26.53
2022,8,14,508,P,26.71
2022,8,15,508,P,26.81
2022,8,16,508,P,26.85
2022,8,17,508,P,26.74
2022,8,18,508,P,26.13
2022,8,19,508,P,26.01
2022,8,20,508,P,26.05
2022,8,21,508,P,26.24
2022,8,22,508,P,26.21
2022,8,23,508,P,26.72
2022,8,24,508,P,26.78
2022,8,25,508,P,26.5
2022,8,26,508,P,26.24
2022,8,27,508,P,26.11
2022,8,28,508,P,25.95
2022,8,29,508,P,25.49
2022,8,30,508,P,25.6
2022,8,31,508,P,25.64
2022,9,1,508,P,25.72
2022,9,2,508,P,25.7
2022,9,3,508,P,25.58
2022,9,4,508,P,25.98
2022,9,5,508,P,25.93
2022,9,6,508,P,26.06
2022,9,7,508,P,25.95
2022,9,8,508,P,25.93
2022,9,9,508,P,25.96
2022,9,10,508,P,25.79
2022,9,11,508,P,25.71
2022,9,12,508,P,25.76
2022,9,13,508,P,25.81
2022,9,14,508,P,25.93
2022,9,15,508,P,26.3
2022,9,16,508,P,26.33
2022,9,17,508,P,26.25
2022,9,18,508,P,26.04
2022,9,19,508,P,25.77
2022,9,20,508,P,24.95
2022,9,21,508,P,24.87
2022,9,22,508,P,24.94
2022,9,23,508,P,25.03
2022,9,24,508,P,25.14
2022,9,25,508,P,25.21
2022,9,26,508,P,25.19
2022,9,27,508,P,25.07
2022,9,28,508,P,24.54
2022,9,29,508,P,24.28
2022,9,30,508,P,24.52
2022,10,1,508,P,24.8
2022,10,2,508,P,25.21
2022,10,3,508,P,25.25
2022,10,4,508,P,25.23
2022,10,5,508,P,25
2022,10,6,508,P,24.76
2022,10,7,508,P,24.43
2022,10,8,508,P,24.05
2022,10,9,508,P,23.93
2022,10,10,508,P,23.89
2022,10,11,508,P,23.8
2022,10,12,508,P,23.88
2022,10,13,508,P,23.92
2022,10,14,508,P,24.12
2022,10,15,508,P,24.22
2022,10,16,508,P,24.18
2022,10,17,508,P,24.13
2022,10,18,508,P,23.6
2022,10,19,508,P,23.15
2022,10,20,508,P,22.99
2022,10,21,508,P,23.07
2022,10,22,508,P,23.18
2022,10,23,508,P,23.21
2022,10,24,508,P,23.08
2022,10,25,508,P,22.93
2022,10,26,508,P,22.75
2022,10,27,508,P,22.59
2022,10,28,508,P,22.47
2022,10,29,508,P,22.49
2022,10,30,508,P,22.48
2022,10,31,508,P,22.39
2022,11,1,508,P,22.24
2022,11,2,508,P,22.23
2022,11,3,508,P,22.27
2022,11,4,508,P,22.17
2022,11,5,508,P,21.96
2022,11,6,508,P,21.71
2022,11,7,508,P,21.56
2022,11,8,508,P,21.53
2022,11,9,508,P,21.56
2022,11,10,508,P,21.63
2022,11,11,508,P,21.68
2022,11,12,508,P,21.67
2022,11,13,508,P,21.51
2022,11,14,508,P,21.22
2022,11,15,508,P,20.92
2022,11,16,508,P,20.79
2022,11,17,508,P,20.72
2022,11,18,508,P,20.8
2022,11,19,508,P,20.76
2022,11,20,508,P,20.78
2022,11,21,508,P,20.75
2022,11,22,508,P,20.6
2022,11,23,508,P,20.44
2022,11,24,508,P,20.32
2022,11,25,508,P,20.45
2022,11,26,508,P,20.56
2022,11,27,508,P,20.52
2022,11,28,508,P,20.35
2022,11,29,508,P,20.19
2022,11,30,508,P,19.92
2022,12,1,508,P,18.76
2022,12,2,508,P,18.4
2022,12,3,508,P,18.41
2022,12,4,508,P,18.52
2022,12,5,508,P,18.83
2022,12,6,508,P,19.42
2022,12,7,508,P,19.19
2022,12,8,508,P,18.94
2022,12,9,508,P,18.58
2022,12,10,508,P,18.71
2022,12,11,508,P,18.58
2022,12,12,508,P,18.33
2022,12,13,508,P,18.02
2022,12,14,508,P,17.74
2022,12,15,508,P,17.47
2022,12,16,508,P,17.37
2022,12,17,508,P,17.32
2022,12,18,508,P,17.21
2022,12,19,508,P,17.05
2022,12,20,508,P,17.04
2022,12,21,508,P,16.96
2022,12,22,508,P,16.81
2022,12,23,508,P,16.53
2022,12,24,508,P,16.26
2022,12,25,508,P,16.01
2022,12,26,508,P,15.84
2022,12,27,508,P,15.58
2022,12,28,508,P,15.42
2022,12,29,508,P,15.33
2022,12,30,508,P,15.19
2022,12,31,508,P,15.06
2023,1,1,508,P,14.84
2023,1,2,508,P,14.73
2023,1,3,508,P,14.64
2023,1,4,508,P,14.53
2023,1,5,508,P,14.43
2023,1,6,508,P,14.45
2023,1,7,508,P,14.39
2023,1,8,508,P,14.49
2023,1,9,508,P,14.58
2023,1,10,508,P,14.68
2023,1,11,508,P,14.67
2023,1,12,508,P,14.67
2023,1,13,508,P,14.64
2023,1,14,508,P,14.55
2023,1,15,508,P,14.46
2023,1,16,508,P,13.46
2023,1,17,508,P,13.43
2023,1,18,508,P,13.41
2023,1,19,508,P,13.59
2023,1,20,508,P,13.53
2023,1,21,508,P,13.69
2023,1,22,508,P,13.67
2023,1,23,508,P,13.66
2023,1,24,508,P,13.47
2023,1,25,508,P,13.25
2023,1,26,508,P,13.02
2023,1,27,508,P,13.14
2023,1,28,508,P,13.2
2023,1,29,508,P,12.88
2023,1,30,508,P,12.89
2023,1,31,508,P,12.89
2023,2,1,508,P,12.86
2023,2,2,508,P,12.59
2023,2,3,508,P,12.31
2023,2,4,508,P,12.16
2023,2,5,508,P,12.21
2023,2,6,508,P,12.26
2023,2,7,508,P,12.28
2023,2,8,508,P,12.38
2023,2,9,508,P,12.31
2023,2,10,508,P,12.26
2023,2,11,508,P,12.06
2023,2,12,508,P,11.94
2023,2,13,508,P,11.85
2023,2,14,508,P,11.3
2023,2,15,508,P,11.14
2023,2,16,508,P,11.91
2023,2,17,508,P,12.24
2023,2,18,508,P,12.44
2023,2,19,508,P,12.43
2023,2,20,508,P,12.39
2023,2,21,508,P,12.24
2023,2,22,508,P,12.08
2023,2,23,508,P,11.95
2023,2,24,508,P,11.92
2023,2,25,508,P,11.95
2023,2,26,508,P,12.17
2023,2,27,508,P,12.22
2023,2,28,508,P,12.3
2023,3,1,508,P,12.3
2023,3,2,508,P,12.17
2023,3,3,508,P,11.98
2023,3,4,508,P,11.78
2023,3,5,508,P,11.74
2023,3,6,508,P,11.93
2023,3,7,508,P,12.1
2023,3,8,508,P,12.2
2023,3,9,508,P,12.23
2023,3,10,508,P,12.35
2023,3,11,508,P,12.51
2023,3,12,508,P,12.6
2023,3,13,508,P,12.53
2023,3,14,508,P,12.6
2023,3,15,508,P,12.74
2023,3,16,508,P,13.16
2023,3,17,508,P,13.29
2023,3,18,508,P,13.14
2023,3,19,508,P,12.87
2023,3,20,508,P,12.83
2023,3,21,508,P,12.78
2023,3,22,508,P,13.09
2023,3,23,508,P,13.59
2023,3,24,508,P,13.94
2023,3,25,508,P,14.08
2023,3,26,508,P,13.68
2023,3,27,508,P,12.65
2023,3,28,508,P,12.88
2023,3,29,508,P,12.91
2023,3,30,508,P,12.98
2023,3,31,508,P,13.29
2023,4,1,508,P,13.65
2023,4,2,508,P,13.98
2023,4,3,508,P,14.11
2023,4,4,508,P,14.07
2023,4,5,508,P,14.06
2023,4,6,508,P,14.09
2023,4,7,508,P,13.64
2023,4,8,508,P,13.44
2023,4,9,508,P,13.56
2023,4,10,508,P,13.54
2023,4,11,508,P,13.56
2023,4,12,508,P,13.48
2023,4,13,508,P,13.39
2023,4,14,508,P,13.19
2023,4,15,508,P,13.04
2023,4,16,508,P,13.52
2023,4,17,508,P,13.7
2023,4,18,508,P,13.86
2023,4,19,508,P,13.96
2023,4,20,508,P,14.22
2023,4,21,508,P,14.38
2023,4,22,508,P,14.39
2023,4,23,508,P,14.48
2023,4,24,508,P,14.57
2023,4,25,508,P,14.7
2023,4,26,508,P,14.73
2023,4,27,508,P,14.9
2023,4,28,508,P,15.11
2023,4,29,508,P,15.26
2023,4,30,508,P,15.23
2023,5,1,508,P,15.15
2023,5,2,508,P,15.21
2023,5,3,508,P,15.34
2023,5,4,508,P,15.49
2023,5,5,508,P,15.83
2023,5,6,508,P,16.01
2023,5,7,508,P,16.26
2023,5,8,508,P,15.28
2023,5,9,508,P,15.37
2023,5,10,508,P,15.64
2023,5,11,508,P,15.86
2023,5,12,508,P,16.16
2023,5,13,508,P,16.35
2023,5,14,508,P,16.9
2023,5,15,508,P,17.51
2023,5,16,508,P,17.74
2023,5,17,508,P,17.73
2023,5,18,508,P,17.73
2023,5,19,508,P,17.52
2023,5,20,508,P,17.19
2023,5,21,508,P,17.26
2023,5,22,508,P,17.43
2023,5,23,508,P,17.49
2023,5,24,508,P,17.54
2023,5,25,508,P,17.61
2023,5,26,508,P,17.68
2023,5,27,508,P,17.85
2023,5,28,508,P,18.19
2023,5,29,508,P,18.7
2023,5,30,508,P,19.31
2023,5,31,508,P,19.3
2023,6,1,508,P,19.28
2023,6,2,508,P,18.96
2023,6,3,508,P,19.09
2023,6,4,508,P,19.22
2023,6,5,508,P,19.32
2023,6,6,508,P,19.41
2023,6,7,508,P,18.9
2023,6,8,508,P,18.64
2023,6,9,508,P,18.55
2023,6,10,508,P,18.34
2023,6,11,508,P,18.53
2023,6,12,508,P,18.6
2023,6,13,508,P,19.01
2023,6,14,508,P,19.51
2023,6,15,508,P,20.53
2023,6,16,508,P,20.71
2023,6,17,508,P,20.98
2023,6,18,508,P,21.09
2023,6,19,508,P,21.33
2023,6,20,508,P,21.39
2023,6,21,508,P,21.45
2023,6,22,508,P,21.26
2023,6,23,508,P,21.04
2023,6,24,508,P,20.95
2023,6,25,508,P,20.71
2023,6,26,508,P,21.14
2023,6,27,508,P,22.99
2023,6,28,508,P,22.73
2023,6,29,508,P,22.54
2023,6,30,508,P,22.37
2023,7,1,508,P,22.18
2023,7,2,508,P,22.69
2023,7,3,508,P,22.64
2023,7,4,508,P,22.76
2023,7,5,508,P,22.66
2023,7,6,508,P,22.81
2023,7,7,508,P,22.87
2023,7,8,508,P,22.97
2023,7,9,508,P,23.08
2023,7,10,508,P,23.29
2023,7,11,508,P,23.82
2023,7,12,508,P,24.01
2023,7,13,508,P,24.21
2023,7,14,508,P,24.25
2023,7,15,508,P,24.2
2023,7,16,508,P,24.26
2023,7,17,508,P,24.52
2023,7,18,508,P,24.67
2023,7,19,508,P,24.68
2023,7,20,508,P,24.68
2023,7,21,508,P,24.7
2023,7,22,508,P,24.84
2023,7,23,508,P,24.99
2023,7,24,508,P,25.18
2023,7,25,508,P,25.42
2023,7,26,508,P,25.72
2023,7,27,508,P,26.05
2023,7,28,508,P,26.29
2023,7,29,508,P,26.46
2023,7,30,508,P,26.58
2023,7,31,508,P,26.7
2023,8,1,508,P,27.12
2023,8,2,508,P,27.14
2023,8,3,508,P,27.14
2023,8,4,508,P,27.11
2023,8,5,508,P,27.02
2023,8,6,508,P,26.89
2023,8,7,508,P,26.86
2023,8,8,508,P,26.67
2023,8,9,508,P,26.49
2023,8,10,508,P,26.21
2023,8,11,508,P,25.94
2023,8,12,508,P,26.44
2023,8,13,508,P,26.84
2023,8,14,508,P,27.08
2023,8,15,508,P,26.88
2023,8,16,508,P,26.66
2023,8,17,508,P,26.34
2023,8,18,508,P,26.2
2023,8,19,508,P,26.35
